Associated User,Machine Name,Delivery Group,Session Start Time,Session End Time,Session Duration (hr:min)
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/14/2017 10:53:36 AM,11/15/2017 2:20:14 PM,27:26
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 12:11:23 PM,11/17/2017 2:08:31 PM,1:57
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 1:22:53 PM,11/17/2017 4:12:39 PM,2:49
lstewart10,ADCF\FACAD3PDECX07P,SAS,11/16/2017 11:12:50 AM,11/16/2017 12:31:38 PM,1:18
dpercich0,ADCF\FACAD3PDECX07P,SAS,11/15/2017 7:48:56 AM,11/15/2017 8:03:26 AM,0:14
kliu3,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 11:03:10 AM,11/15/2017 4:28:45 PM,5:25
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/17/2017 6:59:54 AM,11/17/2017 8:02:49 AM,1:2
atrexler0,ADCF\FACAD3PDECX07P,SAS,11/15/2017 12:54:34 PM,11/15/2017 2:59:54 PM,2:5
rquah0,ADCF\FACAD3PDECX07P,SAS,11/16/2017 1:40:51 PM,11/16/2017 2:40:55 PM,1:0
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 7:56:24 AM,11/17/2017 9:39:33 AM,1:43
tho3,ADCF\FACAD3PDECX07P,SAS,11/20/2017 2:07:45 PM,11/20/2017 6:30:00 PM,4:22
fhuante2,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 3:42:49 PM,11/16/2017 4:09:46 PM,0:26
fhuante2,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 10:25:05 AM,11/21/2017 11:30:35 AM,1:5
Gregory.Erickson.ctr,ADCF\FACAD3PDECX07P,SAS,11/17/2017 5:12:45 AM,11/17/2017 5:59:10 AM,0:46
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 7:03:23 AM,11/16/2017 11:55:36 AM,4:52
hwu3,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 7:41:21 AM,11/16/2017 2:44:56 PM,7:3
alathrop0,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 10:19:13 AM,11/14/2017 5:45:30 PM,7:26
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 9:27:46 AM,11/16/2017 12:04:58 PM,2:37
kszeto0,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 4:47:58 PM,11/14/2017 5:56:30 PM,1:8
cwelsh2,ADCF\FACAD3PDECX07P,SAS,11/14/2017 8:16:37 AM,11/14/2017 4:38:37 PM,8:22
wchiu0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 5:34:33 AM,11/16/2017 5:49:27 AM,0:14
michael.j.ready4.ctr,ADCF\FACAD3PDECX09P,SAS RFL,11/17/2017 8:47:51 AM,11/17/2017 12:56:23 PM,4:8
Gregory.Erickson.ctr,ADCF\FACAD3PDECX07P,SAS,11/16/2017 3:38:29 PM,11/16/2017 3:43:39 PM,0:5
criggs0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 8:30:27 AM,11/16/2017 10:36:26 AM,2:5
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 3:35:43 PM,11/15/2017 4:25:05 PM,0:49
supgde,ADCF\FACAD3PDECX06P,UNIV_SAS,11/16/2017 3:29:29 PM,11/16/2017 3:32:47 PM,0:3
jkegel0,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 6:12:07 AM,11/20/2017 11:33:57 AM,5:21
Dan.Jensen.cw,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 8:39:41 AM,11/15/2017 9:42:12 AM,1:2
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 8:01:43 AM,11/20/2017 4:39:34 PM,8:37
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 1:54:11 PM,11/16/2017 2:40:47 PM,0:46
estewart7,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 8:38:04 AM,11/17/2017 4:23:01 PM,7:44
mlindberg0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/21/2017 7:27:23 AM,11/21/2017 10:54:17 AM,3:26
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/21/2017 9:32:20 AM,Running,3:17
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/12/2017 5:12:59 AM,11/15/2017 12:58:51 AM,67:45
jfisher11,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 7:45:49 AM,11/15/2017 11:50:12 AM,4:4
kszeto0,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 9:20:02 AM,Running,3:29
abhasker2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 7:46:47 AM,11/16/2017 2:40:47 PM,6:54
tng9,ADCF\FACAD3PDECX06P,UNIV_SAS,11/20/2017 11:54:28 AM,11/20/2017 1:19:43 PM,1:25
abhasker2,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 10:32:21 AM,11/15/2017 2:18:54 PM,3:46
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 8:25:56 AM,11/15/2017 4:10:19 PM,7:44
lvie,ADCF\FACAD3PDECX07P,SAS,11/15/2017 7:27:06 PM,11/15/2017 7:38:15 PM,0:11
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 3:40:08 PM,11/16/2017 5:11:17 PM,1:31
kkiernan2,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 6:51:13 AM,11/14/2017 2:41:16 PM,7:50
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 5:44:59 AM,11/20/2017 9:33:41 AM,3:48
pwolf4,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 10:36:10 AM,11/17/2017 5:00:10 PM,6:24
ko'gallagher0,ADCF\FACAD3PDECX07P,SAS,11/20/2017 1:43:32 PM,11/20/2017 2:27:42 PM,0:44
jbergevin,ADCF\FACAD3PDECX08P,SPSS,11/21/2017 11:17:18 AM,11/21/2017 11:37:47 AM,0:20
jkazman,ADCF\FACAD3PDECX08P,SPSS,11/20/2017 4:42:03 AM,11/20/2017 9:50:20 AM,5:8
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 9:38:57 AM,11/16/2017 3:12:50 PM,5:33
fhuante2,ADCF\FACAD3PDECX07P,SAS,11/16/2017 6:47:08 AM,11/16/2017 8:02:29 AM,1:15
jtolins0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 8:13:17 AM,11/15/2017 10:55:31 AM,2:42
lvie,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 8:14:26 AM,11/15/2017 2:21:13 AM,18:6
jshingleton0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 3:32:35 PM,11/20/2017 5:00:24 PM,1:27
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 9:47:57 AM,11/17/2017 2:21:15 PM,4:33
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 4:25:15 AM,Running,8:24
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/16/2017 4:02:59 PM,11/16/2017 6:59:54 PM,2:56
tho3,ADCF\FACAD3PDECX07P,SAS,11/16/2017 2:50:20 PM,11/16/2017 3:15:55 PM,0:25
estewart7,ADCF\FACAD3PDECX07P,SAS,11/21/2017 7:08:13 AM,Running,5:41
kszeto0,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 10:52:15 AM,11/16/2017 10:57:29 AM,0:5
jtolins0,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 11:40:05 AM,Running,1:9
aallen13,ADCF\FACAD3PDECX07P,SAS,11/14/2017 10:13:18 AM,11/14/2017 10:36:01 PM,12:22
rschrag,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 12:54:08 PM,11/21/2017 7:04:29 AM,18:10
jfisher11,ADCF\FACAD3PDECX07P,SAS,11/20/2017 8:02:56 AM,11/20/2017 5:45:14 PM,9:42
kwhittaker2,ADCF\FACAD3PDECX07P,SAS,11/20/2017 4:35:10 PM,11/20/2017 4:53:52 PM,0:18
larmey,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 11:03:19 AM,11/15/2017 1:35:24 PM,2:32
jwei22,ADCF\FACAD3PDECX05P,Analysts,11/15/2017 8:55:09 AM,11/15/2017 11:06:09 AM,2:11
fhuante2,ADCF\FACAD3PDECX08P,SPSS,11/16/2017 3:40:41 PM,11/16/2017 3:41:50 PM,0:1
aalbin0,ADCF\FACAD3PDECX08P,SPSS,11/15/2017 8:16:41 AM,11/15/2017 10:29:13 AM,2:12
esadikova0,ADCF\FACAD3PDECX06P,UNIV_SAS,11/14/2017 1:10:54 PM,11/14/2017 2:38:11 PM,1:27
jfisher11,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 8:03:53 AM,11/20/2017 4:42:02 PM,8:38
estewart7,ADCF\FACAD3PDECX05P,Analysts,11/21/2017 7:06:50 AM,Running,5:42
abhasker2,ADCF\FACAD3PDECX08P,SPSS,11/14/2017 2:36:45 PM,11/14/2017 4:32:46 PM,1:56
kszeto0,ADCF\FACAD3PDECX07P,SAS,11/16/2017 10:57:08 AM,11/16/2017 2:45:08 PM,3:47
esolarz2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 8:57:19 AM,11/17/2017 10:39:24 AM,1:42
sschwab2,ADCF\FACAD3PDECX05P,Analysts,11/17/2017 5:39:41 AM,11/17/2017 5:10:38 PM,11:30
kszeto0,ADCF\FACAD3PDECX05P,Analysts,11/20/2017 9:03:53 AM,11/20/2017 4:55:01 PM,7:51
tho3,ADCF\FACAD3PDECX07P,SAS,11/16/2017 9:24:42 AM,11/16/2017 2:45:31 PM,5:20
rramachandran0,ADCF\FACAD3PDECX05P,Analysts,11/14/2017 8:42:45 AM,11/14/2017 5:03:51 PM,8:21
